kol_id,influence_potential_score,rank
ff84d7d9-5266-4cca-8d27-2dc705a56f61,3.521578046849279,176
c339368a-9cc3-4798-bd23-5adc3cd10b0b,3.5130428029174,177
a83c230f-af22-4459-a260-622dd9af34ee,3.5126045486421953,178
9f7e550a-a89e-4327-ba2c-46c8426b5715,3.51090276713452,179
bcbe642b-5243-4362-ace2-8e43043d0396,3.509495552711457,180
9f1a27cb-ceb4-498f-8bdc-589f888ed8c5,3.5078284680248286,181
514e48e2-1cdb-45c2-8d01-5ae449c2adc8,3.506783455099293,182
f02c094e-8122-463b-9c62-5fae66c1610a,3.5053674421812535,183
819b3629-5d67-4325-93e2-b1d5ba41a36b,3.502475762844528,184
a6bee6bc-a827-49cf-b1db-90f7ecadb0a7,3.4939651765200868,185
4cbc5b25-1a7e-4181-94eb-105c7eb0e7cf,3.493956330062017,186
04477a45-3d67-4864-8e8e-e051d7e66419,3.491939428126624,187
5165e14f-e27e-44d8-a607-3bc10c44e627,3.4894907700886617,188
72763f87-f6c3-4c15-b750-d83d7194a278,3.4854579474282703,189
a589fe50-5717-4c2b-af33-2034c11a6b5f,3.484428449422414,190
94c21efc-31cf-4fd9-82f2-4aed1075438f,3.4837877362817795,191
ac7c233d-e73c-4a49-a963-b2f408197eb1,3.4819220455086484,192
2a47a544-06ca-4476-9c97-0cb8d74beefd,3.4759888832879744,193
5fd7cad9-20ce-4d30-bb18-c1fa76743e4f,3.4758590954640414,194
806a8f01-1fcb-425e-95cc-9d722ad1131b,3.474395311281227,195
b36ef87b-b41c-448e-b373-94c10573b265,3.4733262190591367,196
3f53f568-671e-40f9-aa3c-89ddb1f46c4a,3.467797941261405,197
bc0c139d-6d78-49c3-ab82-94b3c099a733,3.467061670503601,198
bc4c3f03-aad0-4d72-a2ff-266e7704791f,3.463119312025966,199
bd00e704-204f-4b1c-ba5a-aa8d00ca4dab,3.4624129533350736,200
6737126e-56fc-496b-ba69-fff0915a2999,3.4616700021423763,201
dbf88ea7-e115-4f69-b6af-7ac750077bd2,3.4611232696754954,202
bbcf9ea9-2cea-4174-8346-41ae70b10060,3.4596429848384678,203
c4494824-3bfe-48bd-a40b-33c7b30dd8c0,3.453108508356221,204
c403a7c4-0261-474a-9a04-e059b25f8d85,3.4521852914298123,205
2d3ee832-45fc-4408-a031-2ab94214d6d3,3.4510634668618194,206
dc4de692-57ff-444a-87b5-529759223045,3.449018993799818,207
cee95ef4-96bd-41c5-a2fe-73025dfbf4e8,3.447892433927445,208
db10453d-3336-4180-9f9f-53c12ae203cf,3.447531524086734,209
1a390ca7-92db-46b8-a15f-aa155fad91dd,3.445557011710663,210
21dca992-e496-4321-acda-87ec265984d9,3.44433834965997,211
6896f67d-8bea-4485-8fcd-954fce910ace,3.4428585313801574,212
5fc44a33-1320-40d2-bf84-f94bb24de485,3.4424030197141104,213
7a4d0f5c-02a1-43fd-83e3-e25a7f9cd965,3.4413568858902255,214
5498fd03-2e40-4d5f-bff0-16bc8a45f452,3.439385268488687,215
b514da94-aa3c-46b0-baa8-8e67e1d723ff,3.4371600663004322,216
b75e1b6f-5548-49d2-96c4-92c9e1589746,3.4321059076022458,217
dac1d0a7-2498-474e-a64c-b0ccb5c9d294,3.4297591903076383,218
3a35b858-a0f9-44a8-acc2-317e92e52a99,3.4294280620755684,219
d99ae838-6338-42bd-b071-c17fc1cd6d6a,3.4264050838077487,220
b5b63cc3-8c04-4bac-9857-787f998d149a,3.4259787508204833,221
